,"Unnamed: 0.1","Unnamed: 0","id","region","startdate","enddate","confidence","buildfromzero","relchangepercentage","algidentificationdate","algversion","dateDifference","geometry","class","run_date","geog","geometry_wkt","query","sql"
42,42,42,"detectionsWithParams.fid-1231113e_193498dfb0e_c09","Lebanon","2023-06-24","2024-08-22",0.67,"False",18.9817279907579,"2024-11-14",0.82,14.1666666666667,"0103000000010000000500000073D00C7F59AE41406C9880E35BB74040890542DB7FAF41406C9880E35BB74040890542DB7FAF4140E2E9328851B8404073D00C7F59AE4140E2E9328851B8404073D00C7F59AE41406C9880E35BB74040","Industrial","2024-08-22","0103000020E6100000010000000500000073D00C7F59AE41406C9880E35BB74040890542DB7FAF41406C9880E35BB74040890542DB7FAF4140E2E9328851B8404073D00C7F59AE4140E2E9328851B8404073D00C7F59AE41406C9880E35BB74040","POLYGON((35.36210621 33.43249172,35.37108937 33.43249172,35.37108937 33.43998816,35.36210621 33.43998816,35.36210621 33.43249172))","Identify changes in undeveloped open areas within Teffahta that have been converted to new built-up or residential spaces.","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.buildfromzero=True 
AND ST_Intersects(ce.geog, locations_store.""teffahta"") 
AND (ce.class = 'Residential' OR ce.class != 'Highway')
```"
43,43,43,"detectionsWithParams.fid-1231113e_193498dfb0e_c0a","Lebanon","2023-05-25","2024-06-28",0.33,"True",32.291018743358,"2024-11-14",0.82,13.3333333333333,"0103000000010000000500000073D00C7F59AE41406A7B26C13CBA4040890542DB7FAF41406A7B26C13CBA4040890542DB7FAF414099AE925532BB404073D00C7F59AE414099AE925532BB404073D00C7F59AE41406A7B26C13CBA4040","Airport","2024-06-28","0103000020E6100000010000000500000073D00C7F59AE41406A7B26C13CBA4040890542DB7FAF41406A7B26C13CBA4040890542DB7FAF414099AE925532BB404073D00C7F59AE414099AE925532BB404073D00C7F59AE41406A7B26C13CBA4040","POLYGON((35.36210621 33.45497908,35.37108937 33.45497908,35.37108937 33.46247358,35.36210621 33.46247358,35.36210621 33.45497908))","Identify new construction activities in open areas within Marwanieh for May 2023.","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.buildfromzero=True 
AND ce.startdate >= '2023-05-01' 
AND ce.enddate <= '2023-05-31' 
AND ST_Intersects(ce.geog, locations_store.""marwanieh"")
```"
44,44,44,"detectionsWithParams.fid-1231113e_193498dfb0e_c0b","Lebanon","2023-08-03","2024-10-31",0.67,"False",33.2110291273194,"2024-11-14",0.82,15.1666666666667,"0103000000010000000500000073D00C7F59AE4140F28A75E427BC4040890542DB7FAF4140F28A75E427BC4040890542DB7FAF41409203FA6D1DBD404073D00C7F59AE41409203FA6D1DBD404073D00C7F59AE4140F28A75E427BC4040","Residential","2024-10-31","0103000020E6100000010000000500000073D00C7F59AE4140F28A75E427BC4040890542DB7FAF4140F28A75E427BC4040890542DB7FAF41409203FA6D1DBD404073D00C7F59AE41409203FA6D1DBD404073D00C7F59AE4140F28A75E427BC4040","POLYGON((35.36210621 33.46996742,35.37108937 33.46996742,35.37108937 33.47746062,35.36210621 33.47746062,35.36210621 33.46996742))","What changes have occurred in open areas within 8 km of Hajjeh since August 2023, particularly involving new residential or industrial developments?","'’’ sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt FROM change_detection.change_events ce, locations_store WHERE ce.buildfromzero=True AND ce.class IN ('Residential', 'Industrial') AND ce.startdate >= '2023-08-01' AND ST_DWithin(ce.geog::geography, locations_store.""hajjeh"", 8000)
'’’"
45,45,45,"detectionsWithParams.fid-1231113e_193498dfb0e_c0c","Lebanon","2022-11-06","2023-12-11",0.33,"False",15.9498784496293,"2024-11-14",0.82,13.3333333333333,"0103000000010000000500000073D00C7F59AE414054B7E5E9FDBF4040890542DB7FAF414054B7E5E9FDBF4040890542DB7FAF4140D7BA9A5DF3C0404073D00C7F59AE4140D7BA9A5DF3C0404073D00C7F59AE414054B7E5E9FDBF4040","Industrial","2023-12-11","0103000020E6100000010000000500000073D00C7F59AE414054B7E5E9FDBF4040890542DB7FAF414054B7E5E9FDBF4040890542DB7FAF4140D7BA9A5DF3C0404073D00C7F59AE4140D7BA9A5DF3C0404073D00C7F59AE414054B7E5E9FDBF4040","POLYGON((35.36210621 33.49993633,35.37108937 33.49993633,35.37108937 33.50742693,35.36210621 33.50742693,35.36210621 33.49993633))","Identify changes in the built-up areas in Aaqtanit for the date 11:2022.","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.buildfromzero=False 
AND date_trunc('month', ce.enddate) = '2022-11-01' 
AND ST_Intersects(ce.geog, locations_store.""aaqtanit"")
```"
46,46,46,"detectionsWithParams.fid-1231113e_193498dfb0e_c0d","Lebanon","2023-09-17","2024-10-11",0.33,"False",5.94603565992681,"2024-11-14",0.82,13,"0103000000010000000500000073D00C7F59AE4140D7BA9A5DF3C04040890542DB7FAF4140D7BA9A5DF3C04040890542DB7FAF4140A15AF1CBE8C1404073D00C7F59AE4140A15AF1CBE8C1404073D00C7F59AE4140D7BA9A5DF3C04040","Airport","2024-10-11","0103000020E6100000010000000500000073D00C7F59AE4140D7BA9A5DF3C04040890542DB7FAF4140D7BA9A5DF3C04040890542DB7FAF4140A15AF1CBE8C1404073D00C7F59AE4140A15AF1CBE8C1404073D00C7F59AE4140D7BA9A5DF3C04040","POLYGON((35.36210621 33.50742693,35.37108937 33.50742693,35.37108937 33.51491689,35.36210621 33.51491689,35.36210621 33.50742693))","Identify any new developments or changes in open areas around Qennarit.","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.buildfromzero=True 
AND ST_DWithin(ce.geog::geography, locations_store.""qennarit"", 10000)
```"
47,47,47,"detectionsWithParams.fid-1231113e_193498dfb0e_c0e","Lebanon","2023-04-15","2024-09-16",0.33,"False",6.71732900302105,"2024-11-14",0.82,17.3333333333333,"0103000000010000000500000073D00C7F59AE4140A15AF1CBE8C14040890542DB7FAF4140A15AF1CBE8C14040890542DB7FAF4140231DD434DEC2404073D00C7F59AE4140231DD434DEC2404073D00C7F59AE4140A15AF1CBE8C14040","Industrial","2024-09-16","0103000020E6100000010000000500000073D00C7F59AE4140A15AF1CBE8C14040890542DB7FAF4140A15AF1CBE8C14040890542DB7FAF4140231DD434DEC2404073D00C7F59AE4140231DD434DEC2404073D00C7F59AE4140A15AF1CBE8C14040","POLYGON((35.36210621 33.51491689,35.37108937 33.51491689,35.37108937 33.5224062,35.36210621 33.5224062,35.36210621 33.51491689))","Show me new construction activity in open areas in Ghaziyeh","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.buildfromzero=True AND ST_Intersects(ce.geog, locations_store.""ghaziyeh"")
```"
48,48,48,"detectionsWithParams.fid-1231113e_193498dfb0e_c0f","Lebanon","2023-10-12","2024-10-31",0.33,"False",14.4482645818903,"2024-11-14",0.82,12.8333333333333,"0103000000010000000500000073D00C7F59AE4140520A3EF6C8C44040890542DB7FAF4140520A3EF6C8C44040890542DB7FAF4140FE34C54EBEC5404073D00C7F59AE4140FE34C54EBEC5404073D00C7F59AE4140520A3EF6C8C44040","Residential","2024-10-31","0103000020E6100000010000000500000073D00C7F59AE4140520A3EF6C8C44040890542DB7FAF4140520A3EF6C8C44040890542DB7FAF4140FE34C54EBEC5404073D00C7F59AE4140FE34C54EBEC5404073D00C7F59AE4140520A3EF6C8C44040","POLYGON((35.36210621 33.53738287,35.37108937 33.53738287,35.37108937 33.54487023,35.36210621 33.54487023,35.36210621 33.53738287))","What new construction activities have occurred in open areas around Al Arabi Square?","The query returned no results, indicating no new construction activities have occurred in open areas around Al Arabi Square."
49,49,49,"detectionsWithParams.fid-1231113e_193498dfb0e_c10","Lebanon","2023-06-24","2024-09-06",0.33,"False",12.379291630952,"2024-11-14",0.82,14.6666666666667,"01030000000100000005000000890542DB7FAF4140560DE3EA579F404010C16137A6B04140560DE3EA579F404010C16137A6B04140C0B424174EA04040890542DB7FAF4140C0B424174EA04040890542DB7FAF4140560DE3EA579F4040","Airport","2024-09-06","0103000020E61000000100000005000000890542DB7FAF4140560DE3EA579F404010C16137A6B04140560DE3EA579F404010C16137A6B04140C0B424174EA04040890542DB7FAF4140C0B424174EA04040890542DB7FAF4140560DE3EA579F4040","POLYGON((35.37108937 33.24487053,35.38007252 33.24487053,35.38007252 33.25238313,35.37108937 33.25238313,35.37108937 33.24487053))","Identify new residential areas within 10 kilometers south of Chehabiyeh as of June 2023.","The query returned no results, indicating no new residential areas were identified within 10 kilometers south of Chehabiyeh as of June 2023."
50,50,50,"detectionsWithParams.fid-1231113e_193498dfb0e_c11","Lebanon","2023-11-21","2024-07-18",0.33,"False",12.2417153391413,"2024-11-14",0.82,8,"010300000001000000050000000481DFD025BC41400F3AF083D6AB40408C3CFF2C4CBD41400F3AF083D6AB40408C3CFF2C4CBD4140A304BB69CCAC40400481DFD025BC4140A304BB69CCAC40400481DFD025BC41400F3AF083D6AB4040","Residential","2024-07-18","0103000020E610000001000000050000000481DFD025BC41400F3AF083D6AB40408C3CFF2C4CBD41400F3AF083D6AB40408C3CFF2C4CBD4140A304BB69CCAC40400481DFD025BC4140A304BB69CCAC40400481DFD025BC41400F3AF083D6AB4040","POLYGON((35.46990405 33.34248399,35.4788872 33.34248399,35.4788872 33.34998819,35.46990405 33.34998819,35.46990405 33.34248399))","Identify changes in the residential areas around Mayfadoun over the past 12 months, focusing on developments in open areas and examining alterations within a 5 km radius of the northern part of the location.","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Residential' 
AND ce.buildfromzero=True 
AND ce.enddate >= date_trunc('month', now()) - interval '12 month' 
AND ST_DWithin(ce.geog::geography, ST_Centroid(locations_store.""mayfadoun""), 5000) 
AND ST_YMin(Box2d(ce.geog::geometry)) > ST_YMax(box2d(locations_store.""mayfadoun""))
```"
51,51,51,"detectionsWithParams.fid-1231113e_193498dfb0e_c12","Lebanon","2023-12-01","2024-06-28",0.33,"False",27.4515664045033,"2024-11-14",0.82,7,"010300000001000000050000000481DFD025BC41407F6B274AC2AD40408C3CFF2C4CBD41407F6B274AC2AD40408C3CFF2C4CBD414013F51F25B8AE40400481DFD025BC414013F51F25B8AE40400481DFD025BC41407F6B274AC2AD4040","Residential","2024-06-28","0103000020E610000001000000050000000481DFD025BC41407F6B274AC2AD40408C3CFF2C4CBD41407F6B274AC2AD40408C3CFF2C4CBD414013F51F25B8AE40400481DFD025BC414013F51F25B8AE40400481DFD025BC41407F6B274AC2AD4040","POLYGON((35.46990405 33.35749175,35.4788872 33.35749175,35.4788872 33.36499466,35.46990405 33.36499466,35.46990405 33.35749175))","Identify new industrial areas within 10 kilometers south of Nabatieh El Fawqa.","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Industrial' 
AND ce.buildfromzero=True 
AND ST_DWithin(ce.geog::geography, locations_store.""nabatieh_el_fawqa"", 10000) 
AND ST_YMax(Box2d(ce.geog::geometry)) < ST_YMin(Box2d(locations_store.""nabatieh_el_fawqa""))
```"
52,52,52,"detectionsWithParams.fid-1231113e_193498dfb0e_c13","Lebanon","2023-09-17","2024-07-08",0.33,"False",21.298297905352,"2024-11-14",0.82,9.83333333333333,"010300000001000000050000000481DFD025BC414013F51F25B8AE40408C3CFF2C4CBD414013F51F25B8AE40408C3CFF2C4CBD414060A1A4FAADAF40400481DFD025BC414060A1A4FAADAF40400481DFD025BC414013F51F25B8AE4040","Highway","2024-07-08","0103000020E610000001000000050000000481DFD025BC414013F51F25B8AE40408C3CFF2C4CBD414013F51F25B8AE40408C3CFF2C4CBD414060A1A4FAADAF40400481DFD025BC414060A1A4FAADAF40400481DFD025BC414013F51F25B8AE4040","POLYGON((35.46990405 33.36499466,35.4788872 33.36499466,35.4788872 33.37249692,35.46990405 33.37249692,35.46990405 33.36499466))","Show me new construction activity in open areas in Bir el Qandeel.","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.buildfromzero=True 
AND ST_Intersects(ce.geog, locations_store.""bir_el_qandeel"")
```"
53,53,53,"detectionsWithParams.fid-1231113e_193498dfb0e_c14","Lebanon","2022-12-16","2023-11-26",0.33,"False",1.97634046369175,"2024-11-14",0.82,11.5,"010300000001000000050000000481DFD025BC414060A1A4FAADAF40408C3CFF2C4CBD414060A1A4FAADAF40408C3CFF2C4CBD41406570B5CAA3B040400481DFD025BC41406570B5CAA3B040400481DFD025BC414060A1A4FAADAF4040","Airport","2023-11-26","0103000020E610000001000000050000000481DFD025BC414060A1A4FAADAF40408C3CFF2C4CBD414060A1A4FAADAF40408C3CFF2C4CBD41406570B5CAA3B040400481DFD025BC41406570B5CAA3B040400481DFD025BC414060A1A4FAADAF4040","POLYGON((35.46990405 33.37249692,35.4788872 33.37249692,35.4788872 33.37999853,35.46990405 33.37999853,35.46990405 33.37249692))","What are the new residential areas within 5 kilometers north of Bir el Qandeel?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Residential' 
AND ce.buildfromzero=True 
AND ST_DWithin(ce.geog::geography, locations_store.""bir_el_qandeel"", 5000) 
AND ST_YMin(Box2d(ce.geog::geometry)) > ST_YMax(box2d(locations_store.""bir_el_qandeel""))
```"
54,54,54,"detectionsWithParams.fid-1231113e_193498dfb0e_c15","Lebanon","2023-07-04","2023-12-26",0.33,"False",18.5656799443584,"2024-11-14",0.82,5.83333333333333,"010300000001000000050000000481DFD025BC4140B769A65A8FB240408C3CFF2C4CBD4140B769A65A8FB240408C3CFF2C4CBD41400394861A85B340400481DFD025BC41400394861A85B340400481DFD025BC4140B769A65A8FB24040","Highway","2023-12-26","0103000020E610000001000000050000000481DFD025BC4140B769A65A8FB240408C3CFF2C4CBD4140B769A65A8FB240408C3CFF2C4CBD41400394861A85B340400481DFD025BC41400394861A85B340400481DFD025BC4140B769A65A8FB24040","POLYGON((35.46990405 33.39499982,35.4788872 33.39499982,35.4788872 33.4024995,35.46990405 33.4024995,35.46990405 33.39499982))","What are the changes in the residential areas in Kfarjaouz during July 2023?","The query returned no results, indicating no changes in the residential areas of Kfarjaouz during July 2023."
55,55,55,"detectionsWithParams.fid-1231113e_193498dfb0e_c16","Lebanon","2023-12-26","2024-08-12",0.33,"False",24.9253134286041,"2024-11-14",0.82,7.66666666666667,"010300000001000000050000000481DFD025BC41400394861A85B340408C3CFF2C4CBD41400394861A85B340408C3CFF2C4CBD41407A67DDD47AB440400481DFD025BC41407A67DDD47AB440400481DFD025BC41400394861A85B34040","Other","2024-08-12","0103000020E610000001000000050000000481DFD025BC41400394861A85B340408C3CFF2C4CBD41400394861A85B340408C3CFF2C4CBD41407A67DDD47AB440400481DFD025BC41407A67DDD47AB440400481DFD025BC41400394861A85B34040","POLYGON((35.46990405 33.4024995,35.4788872 33.4024995,35.4788872 33.40999852,35.46990405 33.40999852,35.46990405 33.4024995))","What new infrastructure developments have occurred in open areas within Habboush?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.buildfromzero=True AND ST_Intersects(ce.geog, locations_store.""habboush"")
```"
56,56,56,"detectionsWithParams.fid-1231113e_193498dfb0e_c17","Lebanon","2023-07-14","2024-07-23",0.33,"False",16.0144648962531,"2024-11-14",0.82,12.5,"010300000001000000050000000481DFD025BC414054B7E5E9FDBF40408C3CFF2C4CBD414054B7E5E9FDBF40408C3CFF2C4CBD4140D7BA9A5DF3C040400481DFD025BC4140D7BA9A5DF3C040400481DFD025BC414054B7E5E9FDBF4040","Other","2024-07-23","0103000020E610000001000000050000000481DFD025BC414054B7E5E9FDBF40408C3CFF2C4CBD414054B7E5E9FDBF40408C3CFF2C4CBD4140D7BA9A5DF3C040400481DFD025BC4140D7BA9A5DF3C040400481DFD025BC414054B7E5E9FDBF4040","POLYGON((35.46990405 33.49993633,35.4788872 33.49993633,35.4788872 33.50742693,35.46990405 33.50742693,35.46990405 33.49993633))","Identify changes in residential areas within 10 kilometers of Kafr Maliki detected in July 2023.","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Residential' 
AND ce.enddate >= '2023-07-01' 
AND ce.enddate < '2023-08-01' 
AND ST_DWithin(ce.geog::geography, locations_store.""kafr_maliki"", 10000);
```"
57,57,57,"detectionsWithParams.fid-1231113e_193498dfb0e_c18","Lebanon","2023-05-30","2024-05-29",0.33,"True",17.5427726797011,"2024-11-14",0.82,12.1666666666667,"010300000001000000050000000481DFD025BC41405E024398D3C340408C3CFF2C4CBD41405E024398D3C340408C3CFF2C4CBD4140520A3EF6C8C440400481DFD025BC4140520A3EF6C8C440400481DFD025BC41405E024398D3C34040","Residential","2024-05-29","0103000020E610000001000000050000000481DFD025BC41405E024398D3C340408C3CFF2C4CBD41405E024398D3C340408C3CFF2C4CBD4140520A3EF6C8C440400481DFD025BC4140520A3EF6C8C440400481DFD025BC41405E024398D3C34040","POLYGON((35.46990405 33.52989486,35.4788872 33.52989486,35.4788872 33.53738287,35.46990405 33.53738287,35.46990405 33.52989486))","What highways are there within 5 kilometers north of Kfar Falous in May 2023?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Highway' 
AND ce.enddate >= '2023-05-01' 
AND ce.enddate < '2023-06-01' 
AND ST_DWithin(ce.geog::geography, locations_store.""kfar_falous"", 5000) 
AND ST_YMin(Box2d(ce.geog::geometry)) > ST_YMax(box2d(locations_store.""kfar_falous""))
```"
58,58,58,"detectionsWithParams.fid-1231113e_193498dfb0e_c19","Lebanon","2023-09-02","2024-08-02",0.33,"False",20.7369406839932,"2024-11-14",0.82,11.1666666666667,"010300000001000000050000000481DFD025BC414066F4C4EF7DCB40408C3CFF2C4CBD414066F4C4EF7DCB40408C3CFF2C4CBD41403C054C2273CC40400481DFD025BC41403C054C2273CC40400481DFD025BC414066F4C4EF7DCB4040","Industrial","2024-08-02","0103000020E610000001000000050000000481DFD025BC414066F4C4EF7DCB40408C3CFF2C4CBD414066F4C4EF7DCB40408C3CFF2C4CBD41403C054C2273CC40400481DFD025BC41403C054C2273CC40400481DFD025BC414066F4C4EF7DCB4040","POLYGON((35.46990405 33.58978078,35.4788872 33.58978078,35.4788872 33.59726361,35.46990405 33.59726361,35.46990405 33.58978078))","Identify changes in the residential class within 5 kilometers of Deir El Mkhalles from June 2023 to September 2023.","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Residential' 
AND ce.enddate BETWEEN '2023-06-01' AND '2023-09-30' 
AND ST_DWithin(ce.geog::geography, locations_store.""deir_el_mkhalles"", 5000);
```"
59,59,59,"detectionsWithParams.fid-1231113e_193498dfb0e_c1a","Lebanon","2023-10-22","2024-09-06",0.33,"False",9.98536342353248,"2024-11-14",0.82,10.6666666666667,"010300000001000000050000000481DFD025BC41401A5FA4E5FAD640408C3CFF2C4CBD41401A5FA4E5FAD640408C3CFF2C4CBD41409710BDD6EFD740400481DFD025BC41409710BDD6EFD740400481DFD025BC41401A5FA4E5FAD64040","Other","2024-09-06","0103000020E610000001000000050000000481DFD025BC41401A5FA4E5FAD640408C3CFF2C4CBD41401A5FA4E5FAD640408C3CFF2C4CBD41409710BDD6EFD740400481DFD025BC41409710BDD6EFD740400481DFD025BC41401A5FA4E5FAD64040","POLYGON((35.46990405 33.67953177,35.4788872 33.67953177,35.4788872 33.6870068,35.46990405 33.6870068,35.46990405 33.67953177))","What airports are there within 5 kilometers north of Dahr El Aaqline?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Airport' 
AND ST_DWithin(ce.geog::geography, locations_store.""dahr_el_aaqline"", 5000) 
AND ST_YMin(Box2d(ce.geog::geometry)) > ST_YMax(box2d(locations_store.""dahr_el_aaqline""));
```"
60,60,60,"detectionsWithParams.fid-1231113e_193498dfb0e_c1b","Lebanon","2023-07-29","2024-08-22",0.33,"False",4.85962121031424,"2024-11-14",0.82,13,"010300000001000000050000000481DFD025BC41404CF9948CB1F240408C3CFF2C4CBD41404CF9948CB1F240408C3CFF2C4CBD4140042D4DDFA5F340400481DFD025BC4140042D4DDFA5F340400481DFD025BC41404CF9948CB1F24040","Other","2024-08-22","0103000020E610000001000000050000000481DFD025BC41404CF9948CB1F240408C3CFF2C4CBD41404CF9948CB1F240408C3CFF2C4CBD4140042D4DDFA5F340400481DFD025BC4140042D4DDFA5F340400481DFD025BC41404CF9948CB1F24040","POLYGON((35.46990405 33.89604337,35.4788872 33.89604337,35.4788872 33.90349952,35.46990405 33.90349952,35.46990405 33.89604337))","What types of new residential or industrial areas have developed within 5 kilometers around Ras Beirut over the past 7 months?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE (ce.class = 'Residential' OR ce.class = 'Industrial') 
AND ce.buildfromzero=True 
AND ce.enddate >= date_trunc('month', now()) - interval '7 month' 
AND ST_DWithin(ce.geog::geography, locations_store.""ras_beirut"", 5000)
```"
61,61,61,"detectionsWithParams.fid-1231113e_193498dfb0e_c1c","Lebanon","2023-09-17","2024-10-01",0.33,"False",14.6773825860875,"2024-11-14",0.82,12.6666666666667,"010300000001000000050000008C3CFF2C4CBD4140110DFFA7EAA94040A271348972BE4140110DFFA7EAA94040A271348972BE41403492B198E0AA40408C3CFF2C4CBD41403492B198E0AA40408C3CFF2C4CBD4140110DFFA7EAA94040","Residential","2024-10-01","0103000020E610000001000000050000008C3CFF2C4CBD4140110DFFA7EAA94040A271348972BE4140110DFFA7EAA94040A271348972BE41403492B198E0AA40408C3CFF2C4CBD41403492B198E0AA40408C3CFF2C4CBD4140110DFFA7EAA94040","POLYGON((35.4788872 33.32747364,35.48787036 33.32747364,35.48787036 33.33497914,35.4788872 33.33497914,35.4788872 33.32747364))","Identify new residential areas developed in Zawtar El Sharqiyeh in the last 3 months.","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Residential' 
AND ce.buildfromzero=True 
AND ce.enddate >= date_trunc('month', now()) - interval '3 month' 
AND ST_Intersects(ce.geog, locations_store.""zawtar_el_sharqiyeh"");
```"
62,62,62,"detectionsWithParams.fid-1231113e_193498dfb0e_c1d","Lebanon","2023-06-29","2023-12-06",0.33,"False",21.1095004816385,"2024-11-14",0.82,5.33333333333333,"010300000001000000050000008C3CFF2C4CBD41403492B198E0AA4040A271348972BE41403492B198E0AA4040A271348972BE41400F3AF083D6AB40408C3CFF2C4CBD41400F3AF083D6AB40408C3CFF2C4CBD41403492B198E0AA4040","Airport","2023-12-06","0103000020E610000001000000050000008C3CFF2C4CBD41403492B198E0AA4040A271348972BE41403492B198E0AA4040A271348972BE41400F3AF083D6AB40408C3CFF2C4CBD41400F3AF083D6AB40408C3CFF2C4CBD41403492B198E0AA4040","POLYGON((35.4788872 33.33497914,35.48787036 33.33497914,35.48787036 33.34248399,35.4788872 33.34248399,35.4788872 33.33497914))","What are the new roads in Mayfadoun?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Highway' AND ce.buildfromzero=True AND ST_Intersects(ce.geog, locations_store.""mayfadoun"")
```"
63,63,63,"detectionsWithParams.fid-1231113e_193498dfb0e_c1e","Lebanon","2023-10-22","2024-06-23",0.33,"False",12.9754852888761,"2024-11-14",0.82,8.16666666666667,"010300000001000000050000008C3CFF2C4CBD41407F6B274AC2AD4040A271348972BE41407F6B274AC2AD4040A271348972BE414013F51F25B8AE40408C3CFF2C4CBD414013F51F25B8AE40408C3CFF2C4CBD41407F6B274AC2AD4040","Airport","2024-06-23","0103000020E610000001000000050000008C3CFF2C4CBD41407F6B274AC2AD4040A271348972BE41407F6B274AC2AD4040A271348972BE414013F51F25B8AE40408C3CFF2C4CBD414013F51F25B8AE40408C3CFF2C4CBD41407F6B274AC2AD4040","POLYGON((35.4788872 33.35749175,35.48787036 33.35749175,35.48787036 33.36499466,35.4788872 33.36499466,35.4788872 33.35749175))","Identify changes in residential areas within and around Nabatieh El Fawqa, focusing on developments that have occurred in the past year in open areas.","'’’ sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt FROM change_detection.change_events ce, locations_store WHERE ce.class = 'Residential' AND ce.buildfromzero=True AND ce.enddate >= date_trunc('year', now()) - interval '1 year' AND ST_DWithin(ce.geog::geography, locations_store.""nabatieh_el_fawqa"", 10000);
'’’"
